Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-05-01,0.499, 1988,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-05-11,0.486, 1988,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-05-21,0.468, 1988,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-06-01,0.484, 1988,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-06-11,0.499, 1988,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-06-21,0.468, 1988,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-07-01,0.503, 1988,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-07-11,0.532, 1988,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-07-21,0.564, 1988,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-08-01,0.569, 1988,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-08-11,0.615, 1988,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-08-21,0.672, 1988,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-09-01,0.68, 1988,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-09-11,0.668, 1988,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-09-21,0.661, 1988,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-10-01,0.664, 1988,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-10-11,0.644, 1988,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-10-21,0.574, 1988,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-11-01,0.507, 1988,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-11-11,0.439, 1988,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-11-21,0.469, 1988,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-12-01,0.575, 1988,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-12-11,0.623, 1988,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1988-12-21,0.656, 1988,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-01-01,0.583, 1989,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-01-11,0.585, 1989,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-01-21,0.56, 1989,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-02-01,0.487, 1989,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-02-11,0.481, 1989,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-02-21,0.494, 1989,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-03-01,0.442, 1989,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-03-11,0.478, 1989,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-03-21,0.476, 1989,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-04-01,0.474, 1989,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-04-11,0.41, 1989,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-04-21,0.367, 1989,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-05-01,0.351, 1989,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-05-11,0.434, 1989,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-05-21,0.424, 1989,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-06-01,0.31, 1989,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-06-11,0.3, 1989,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-06-21,0.278, 1989,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-07-01,0.294, 1989,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-07-11,0.303, 1989,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-07-21,0.304, 1989,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-08-01,0.374, 1989,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-08-11,0.475, 1989,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-08-21,0.496, 1989,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-09-01,0.485, 1989,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-09-11,0.5, 1989,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-09-21,0.462, 1989,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-10-01,0.457, 1989,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-10-11,0.474, 1989,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-10-21,0.509, 1989,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-11-01,0.469, 1989,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-11-11,0.413, 1989,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-11-21,0.391, 1989,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-12-01,0.422, 1989,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-12-11,0.384, 1989,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1989-12-21,0.336, 1989,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-01-01,0.285, 1990,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-01-11,0.364, 1990,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-01-21,0.448, 1990,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-02-01,0.533, 1990,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-02-11,0.539, 1990,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-02-21,0.572, 1990,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-03-01,0.49, 1990,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-03-11,0.478, 1990,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-03-21,0.426, 1990,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-04-01,0.405, 1990,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-04-11,0.35, 1990,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-04-21,0.31, 1990,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-05-01,0.305, 1990,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-05-11,0.385, 1990,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-05-21,0.386, 1990,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-06-01,0.325, 1990,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-06-11,0.296, 1990,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-06-21,0.312, 1990,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-07-01,0.429, 1990,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-07-11,0.465, 1990,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-07-21,0.406, 1990,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-08-01,0.32, 1990,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-08-11,0.277, 1990,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-08-21,0.222, 1990,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-09-01,0.199, 1990,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-09-11,0.216, 1990,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-09-21,0.228, 1990,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-10-01,0.298, 1990,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-10-11,0.309, 1990,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-10-21,0.35, 1990,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-11-01,0.359, 1990,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-11-11,0.332, 1990,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-11-21,0.29, 1990,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-12-01,0.312, 1990,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-12-11,0.336, 1990,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1990-12-21,0.352, 1990,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-01-01,0.315, 1991,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-01-11,0.354, 1991,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-01-21,0.334, 1991,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-02-01,0.298, 1991,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-02-11,0.309, 1991,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-02-21,0.353, 1991,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-03-01,0.287, 1991,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-03-11,0.328, 1991,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-03-21,0.433, 1991,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-04-01,0.379, 1991,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-04-11,0.38, 1991,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-04-21,0.378, 1991,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-05-01,0.433, 1991,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-05-11,0.458, 1991,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-05-21,0.586, 1991,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-06-01,0.666, 1991,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-06-11,0.632, 1991,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-06-21,0.574, 1991,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-07-01,0.558, 1991,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-07-11,0.54, 1991,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-07-21,0.539, 1991,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-08-01,0.5, 1991,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-08-11,0.45, 1991,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-08-21,0.394, 1991,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-09-01,0.366, 1991,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-09-11,0.378, 1991,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-09-21,0.385, 1991,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-10-01,0.44, 1991,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-10-11,0.454, 1991,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-10-21,0.519, 1991,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-11-01,0.535, 1991,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-11-11,0.503, 1991,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-11-21,0.47, 1991,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-12-01,0.589, 1991,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-12-11,0.655, 1991,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1991-12-21,0.669, 1991,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-01-01,0.545, 1992,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-01-11,0.502, 1992,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-01-21,0.527, 1992,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-02-01,0.513, 1992,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-02-11,0.558, 1992,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-02-21,0.481, 1992,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-03-01,0.357, 1992,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-03-11,0.367, 1992,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-03-21,0.452, 1992,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-04-01,0.545, 1992,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-04-11,0.583, 1992,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-04-21,0.535, 1992,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-05-01,0.487, 1992,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-05-11,0.513, 1992,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-05-21,0.59, 1992,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-06-01,0.489, 1992,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-06-11,0.493, 1992,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-06-21,0.531, 1992,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-07-01,0.633, 1992,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-07-11,0.66, 1992,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-07-21,0.605, 1992,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-08-01,0.54, 1992,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-08-11,0.542, 1992,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-08-21,0.605, 1992,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-09-01,0.624, 1992,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-09-11,0.608, 1992,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-09-21,0.606, 1992,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-10-01,0.625, 1992,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-10-11,0.638, 1992,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-10-21,0.656, 1992,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-11-01,0.713, 1992,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-11-11,0.732, 1992,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-11-21,0.69, 1992,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-12-01,0.663, 1992,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-12-11,0.637, 1992,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1992-12-21,0.659, 1992,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-01-01,0.646, 1993,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-01-11,0.657, 1993,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-01-21,0.591, 1993,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-02-01,0.512, 1993,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-02-11,0.496, 1993,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-02-21,0.515, 1993,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-03-01,0.571, 1993,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-03-11,0.675, 1993,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-03-21,0.71, 1993,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-04-01,0.704, 1993,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-04-11,0.691, 1993,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-04-21,0.61, 1993,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-05-01,0.528, 1993,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-05-11,0.569, 1993,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-05-21,0.572, 1993,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-06-01,0.528, 1993,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-06-11,0.513, 1993,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-06-21,0.535, 1993,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-07-01,0.556, 1993,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-07-11,0.517, 1993,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-07-21,0.413, 1993,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-08-01,0.347, 1993,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-08-11,0.39, 1993,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-08-21,0.467, 1993,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-09-01,0.545, 1993,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-09-11,0.621, 1993,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-09-21,0.658, 1993,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-10-01,0.649, 1993,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-10-11,0.625, 1993,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-10-21,0.657, 1993,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-11-01,0.667, 1993,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-11-11,0.692, 1993,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-11-21,0.701, 1993,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-12-01,0.735, 1993,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-12-11,0.743, 1993,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1993-12-21,0.694, 1993,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-01-01,0.569, 1994,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-01-11,0.565, 1994,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-01-21,0.622, 1994,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-02-01,0.676, 1994,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-02-11,0.725, 1994,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-02-21,0.614, 1994,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-03-01,0.566, 1994,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-03-11,0.626, 1994,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-03-21,0.743, 1994,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-04-01,0.751, 1994,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-04-11,0.737, 1994,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-04-21,0.704, 1994,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-05-01,0.677, 1994,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-05-11,0.708, 1994,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-05-21,0.733, 1994,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-06-01,0.717, 1994,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-06-11,0.674, 1994,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-06-21,0.643, 1994,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-07-01,0.651, 1994,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-07-11,0.686, 1994,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-07-21,0.754, 1994,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-08-01,0.809, 1994,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-08-11,0.831, 1994,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-08-21,0.79, 1994,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-09-01,0.637, 1994,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-09-11,0.549, 1994,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-09-21,0.532, 1994,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-10-01,0.549, 1994,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-10-11,0.564, 1994,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-10-21,0.581, 1994,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-11-01,0.598, 1994,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-11-11,0.582, 1994,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-11-21,0.552, 1994,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-12-01,0.58, 1994,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-12-11,0.604, 1994,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1994-12-21,0.667, 1994,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1995-01-01,0.76, 1995,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1995-01-11,0.725, 1995,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1995-01-21,0.692, 1995,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Niger,2207,Tahoua,1995-02-01,0.586, 1995,02,1, ,FAO-ASIS
